Product,Price,Seller,Location,Sold,Rating
DELL GAMING G15 5511 i7 11800 16GB 512SSD VGA RTX3050 4GB,Rp15.997.000,OrKa,Jakarta Utara,1 terjual,
SPESIAL BIG DEALS laptop Lenovo Ideapad Gaming 3 2022 AMD RAM16GB,Rp15.299.000,LAPTOP PROJECT,Jakarta Pusat,30+ terjual,5.0
Macbook Air 13 inch M1 2021 or M2 2023 8GB Chip 256GB,Rp14.199.000,gardaku,Jakarta Utara,500+ terjual,5.0
MSI Bravo 15 B7ED AMD Ryzen 5-7535HS 8GB SSD 512GB RX6550M,Rp9.680.000,ELS Computer,Yogyakarta,4 terjual,5.0
"ASUS TUF Gaming F15 FX507ZC4 i5-12500H RTX3050 512GB SSD 8GB Win11+OHS - 8GB, NON_ANTIGORES",Rp12.229.000,Sinarmulia Sukses Makmur,Jakarta Barat,17 terjual,5.0
"Laptop Gaming Terbaru ACER ASPIRE 3 A315 AMD Ryzen 3 7320U RAM 8GB DDR5 1TB SSD 15.6 Inch FullHD Windows 11 Home Original - PROMO 3 BULAN, 8GB, 256GB SSD",Rp5.199.000,Global Laptop ID,Kab. Tangerang,,
Laptop Gaming Victus 15-fa0119TX-15.6'FHD/I7-12700H/16GB/512/RTX3050Ti,Rp15.899.000,Level99id - HP Authorized,Surabaya,,
LENOVO IdeaPad 1 14IGL7 CELERON N4020 RAM 8GB SSD 512GB W11 OHS ORI,Rp4.799.000,Lenovo Authorized Tasik,Tasikmalaya,,
Asus TUF Gaming A15 FA507NVR Ryzen 7 7345HS 32GB 512GB RTX4060 15.6FHD 144Hz W11+OHS,Rp16.899.000,ALIENWARE GAMING STORE,Jakarta Utara,,
Asus Rog Zephyrus G14 GA401II Amd Ryzen 5 4600HS 16/512gb GTX 1650 Ti,Rp9.750.000,Dilagadotstore,Bandung,,
Laptop Gaming Asus X505ZA Fullset Ryzen 5 RAM 8GB 256GB Garansi Normal,Rp3.600.000,matabiru,Kab. Sleman,,
ASUS ROG ZEPHYRUS GA401QM RTX3060 6GB/ RYZEN 7 5800 16GB 1TBSSD W11 14,Rp20.999.000,Gateway Indonesia Comp,Jakarta Utara,1 terjual,4.0
Lenovo Ideapad Slim 3 Ryzen 3 7320U 512GB SSD 8GB FHD Win11+OHS,Rp6.499.000,Lenovo Authorized Tangerang,Tangerang,4 terjual,5.0
Laptop Lenovo IdeaPad Slim 3i i3-1215U 256GB SSD 8GB WIN11+OHS,Rp6.099.000,Lenovo Authorized Tangerang,Tangerang,2rb+ terjual,5.0
"ASUS TUF Gaming A15 FA506NC-R535B6T-O Ryzen 5-7535HS RTX3050 512GB SSD 15.6"" FHD 144Hz W11 OHS - Graphite Black",Rp11.199.000,ROG Official Store,Jakarta Pusat,9 terjual,5.0
Lenovo Gaming LOQ 1HID i5-12450HX 12GB 512GB RTX2050 4GB 15.6″ FHD W11,Rp11.999.000,PLAZA GAMING STORE,Medan,,
Lenovo Ideapad slim 3 81WB Intel core i3-10110U Ram 8/256 ssd (2NKL),Rp2.300.000,Edelweiss Store16,Tangerang,,
"ASUS ROG Ally X RC72LA AMD Ryzen Z1 Extreme 24GB 1TB 7"" IPS 120Hz W11",Rp13.989.000,Protech Computer,Jakarta Pusat,5 terjual,5.0
Acer Nitro TKDN ANX/0001 i9-12900H 32GB 512GB RTX3070Ti Win 11 Pro,Rp32.999.000,HOSANA COMPUTER,Jakarta Pusat,1 terjual,
LENOVO IDEAPAD SLIM 3i 14 N4020 4GB 512SSD W11+OHS 14.0 2YR HD-FHD,Rp4.249.000,ProStoreComputer,Jakarta Utara,10 terjual,5.0
Lenovo IdeaPad Slim 3 14are05 - RYZEN 3-4300U 8GB 512GB w10 ohs 14fhd,Rp5.380.000,Tokocamzone,Jakarta Selatan,,
NITRO 5 AN515-58-55E6 I5 12500H 8GB -SSD 512GB -RTX3050 4GB -WIN11+OHS,Rp14.291.500,ArinGoComputer,Samarinda,,
HP Victus Gaming 16-r0889TX i5-13500HX RTX4050 512GB SSD 16GB 144Hz IPS Win11+OHS,Rp14.999.000,Sinarmulia Sukses Makmur,Jakarta Barat,5 terjual,5.0
Lenovo Ideapad 1 Intel Celeron N4020 Ram 4/256 GB (HLJ1),Rp1.550.000,Fine Applestore,Tangerang,,
ASUS TUF Gaming A15 FA506NF Ryzen 5-7535HS RTX2050 512GB 144Hz W11 OHS - RAM 8GB,Rp9.899.000,Collins Official,Jakarta Pusat,100+ terjual,5.0
Laptop Gaming Lenovo Thinkpad T470P Core i7 RAM 32GB SSD 512 Nvidia,Rp4.499.000,Specialist Laptop Second,Jakarta Barat,90+ terjual,5.0
ASUS Gaming TUF A15 FA506NF Ryzen 5 7535HS RTX 2050 16GB 512GB FHD+,Rp9.899.000,Distributor Laptop ID,Jakarta Pusat,100+ terjual,5.0
Lenovo Ideapad Slim 5 14 Oled Ryzen 7 7730 16GB 512GB Win 11+OHS 14.0WUXGA,Rp11.199.000,LAPTOP GADGET ID,Jakarta Pusat,,
laptop gaming 3 2022 15 RTX3050TI 4GB Ryzen 7 6800H 8GB 512 ssd,Rp14.999.000,LAPTOP GADGET ID,Jakarta Pusat,,
"GPD Win Max 2 Winmax 2 2023 Ryzen 7840 7640 Laptop gaming 10,1"" Win 11",Rp13.650.000,Toko hamder,Kab. Bandung,5 terjual,5.0
Lenovo Legion 5 Pro 16 - RTX4060 I9 13900HX 16GB 1TBSSD W11 16.0WQXGA,Rp27.599.000,ALIENWARE GAMING STORE,Jakarta Utara,1 terjual,5.0
"LENOVO LEGION PRO 5 16 RTX4060 CORE I9 13900 64GB 2TB SSD W11 16""QHD IPS",Rp23.699.000,ROGS STORE,Jakarta Utara,5 terjual,5.0
"ACER Predator Helios Neo 14 PHN14-51 Ultra 9-185H RTX4060 32GB 1TB 14.5"" WQXGA W11 OHS - Black",Rp27.099.000,Collins Official,Jakarta Pusat,2 terjual,5.0
"ASUS TUF Gaming F16 FX607JU-I745J1M-O i7-13650HX RTX4050 16GB 512GB 16"" 165Hz W11 OHS - Mecha Grey - 16GB, 512GB",Rp20.999.000,ROG Official Store,Jakarta Pusat,3 terjual,5.0
LENOVO IDEAPAD MIIX 510-12ISK CORE i7-6500U 8GB RAM 256 (SSD LCD),Rp2.599.000,Liquidate-IT,Jakarta Selatan,100+ terjual,4.7
"LAPTOP LENOVO THINKPAD X230 CORE I5 RAM 8 SSD 256GB WIND10 (FREE GIFT) - 4GB, HDD 320GB",Rp1.600.000,JAYA-MANDIRI ELEKTRONIK,Jakarta Barat,100+ terjual,4.9
"ASUS ROG ZEPHYRUS G16 OLED GU605MI-I947OL6G-O ULTRA 9 185H 32GB 1TB SSD RTX4070 8GB W11 OHS 16"" NEBULA 2.5K 240HZ - Eclipse Grey - LAPTOP",Rp43.999.000,ROG Official Store,Jakarta Pusat,11 terjual,4.5
LENOVO LEGION 7 16 GeForce RTX 4060 - i7 14700HX 16GB 1TB 165Hz,Rp29.999.000,NVIDIA GeForce Official Surabaya,Surabaya,,
"Lenovo IdeaPad Slim 3 14ABR8 RYZEN 5-7530U 8GB 512GB 14"" FHD OHS W11",Rp7.999.000,Protech Computer,Jakarta Pusat,9 terjual,4.9
Lenovo Ideapad 320 (Minus),Rp1.050.000,Dimas Sigit,Tasikmalaya,,
Lenovo IdeaPad Slim 3 14iah8 i5-12450h 16GB 512GB w11 ohs Fhd Ips,Rp8.199.000,DENZACOM STORE,Kab. Kediri,12 terjual,5.0
Lenovo Ideapad Slim 3 Ryzen 5 7530U 512GB SSD 8GB IPS Win11+OHS,Rp7.999.000,Sinarmulia Sukses Makmur,Jakarta Barat,26 terjual,5.0
ASUS TUF Gaming A15 FA506NF Ryzen 5-7535HS RTX2050 512GB 144Hz W11 OHS - RAM 8GB,Rp9.899.000,Collins Official,Jakarta Pusat,100+ terjual,5.0
Laptop Gaming Lenovo Thinkpad T470P Core i7 RAM 32GB SSD 512 Nvidia,Rp4.499.000,Specialist Laptop Second,Jakarta Barat,90+ terjual,5.0
Lenovo Ideapad Slim 3 81WH Intel Celeron N4020 Ram 4 SSD 256 Gb (EYK5),Rp2.000.000,Fine Applestore,Tangerang,,
ASUS Gaming TUF A15 FA506NF Ryzen 5 7535HS RTX 2050 16GB 512GB FHD+,Rp9.899.000,Distributor Laptop ID,Jakarta Pusat,100+ terjual,5.0
"LAPTOP ASUS X441 i3 RAM 4 SSD 256 GB WIND 10 FREEGIFT /TERMURAH!!\ - CELERON, RAM 2 HDD 500GB",Rp1.400.000,JAYA-MANDIRI ELEKTRONIK,Jakarta Barat,12 terjual,5.0
"LENOVO IDEAPAD SLIM 5 14 OLED i7 13620H 16GB 512GB W11+OHS 14"" WUXGA",Rp13.499.000,Laptop Murah ID,Jakarta Selatan,1 terjual,
Asus Rog Flow X13 GV302XA Ryzen 9 7940HS 16Gb 1Tb SSD Radeon 780M Wuxga Touch,Rp16.974.000,KLIK Tech,Bekasi,,
ACER Predator Helios 300 PH315-55 i9-12900H RTX3070Ti 16G 512G QHD W11,Rp39.999.000,Collins Official,Jakarta Pusat,1 terjual,5.0
"Asus ROG Strix G16 - RTX4050 Core I7 13650HX 32GB 512SSD 16"" FHD 165Hz",Rp23.229.000,Intel Store ID,Jakarta Utara,12 terjual,5.0
Asus TUF A15 FA506QM R7 RTX 3060 144 Hz Gaming | F15 Dash F16 ROG Flow,Rp12.999.000,GanDante's Store,Bandung,4 terjual,5.0
LENOVO LOQ GAMING 15IRX9 A8ID CORE i5-13450HX RTX3050 12GB 512GB WIN11,Rp13.216.000,ExpoComp,Surabaya,16 terjual,5.0
Lenovo Legion 7i i9-14900HX RTX4070 1TB SSD 32GB 3.2K 165Hz Win11+OHS - TANPA ANTIGORES,Rp36.999.000,Lenovo Authorized Tangerang,Tangerang,2 terjual,
"ASUS ROG Zephyrus G14 GA402NJ Ryzen 7-7735HS RTX3050 512GB 14"" FHD W11 - RAM 16GB QHD",Rp21.299.000,Collins Official,Jakarta Pusat,11 terjual,4.8
"ASUS TUF Gaming F15 FX507ZC4-I535B1M-O i5-12500H RTX 3050 8GB 512GB 15.6"" FHD 144Hz W11 OHS   - Mecha Gray - 8GB, 512GB",Rp12.999.000,ROG Official Store,Jakarta Pusat,13 terjual,5.0
"ASUS ROG Zephyrus G14 GA403UV R9-8945HS RTX4060 16GB 1TB 14"" OLED W11 - RAM 16GB",Rp34.299.000,Collins Official,Jakarta Pusat,17 terjual,5.0
Lenovo Ideapad GAMING 3 Intel Core i5-11300H 8GB/512GB GTX 1650 GEN11,Rp8.399.000,backtolaptop BANDUNG,Bandung,,
lenovo ideapad slim 3i 14igl05 81wh000mid,Rp5.799.000,AMR ELEKTRONIK 19,Makassar,1 terjual,5.0
"GAMING LAPTOP ACER ASPIRE 5 A515-55Q0 Intel Core i5-1135G7 24GB SSD 512GB Intel Iris Xe Graphics + NVIDIA GeForce MX450 15,6"" FHD IPS Backlit keyboard",Rp8.069.063,iralaptop,Surabaya,,
Acer Nitro V 15 Ryzen 5 7535HS RTX2050 4GB 8GB 512GB W11+OHS 15.6FHD 144Hz -41.R2VJ,Rp10.799.000,Gaming Laptop ID,Jakarta Utara,,
ASUS TUF GAMING F15 FX507ZE Intel Core i7-12700H 16GB/512GB RTX 3050Ti,Rp11.700.000,KenziLaptop Bandung,Bandung,,
"LENOVO IDEAPAD 330 - INTEL CELERON N4000 - RAM 8GB - SSD 512GB - 14 INCH - WIN10+OHS - RAM 4GB, HDD 500GB",Rp2.770.000,Constantine Electro Store,Jakarta Barat,3 terjual,4.5
ACER Predator Helios Neo 16 PHN16-72 19-14900HX RTX4060 1TB 165Hz W11 - RAM 32GB,Rp25.000.000,majuhalaljaya,Kab. Bogor,,
Lenovo Ideapad Slim 3i i5-12450H 512GB SSD 16GB IPS Win11+OHS - Abyss Blue,Rp9.099.000,Sinarmulia Sukses Makmur,Jakarta Barat,100+ terjual,5.0
"Lenovo Ideapad Slim 5i Intel Ultra 7 155H 512GB SSD 16GB OLED Win11 - Tanpa Antigores, Cloud Grey",Rp14.599.000,Lenovo Authorized Jakarta Barat,Jakarta Barat,6 terjual,5.0
Acer Predator Helios Neo 16 71 779Q RTX4050 i7 13700HX 32GB RAM/1TB SSD 165Hz Garansi Resmi Original Mulus 99% Like New,Rp18.500.000,Cacalepo Shop,Depok,,
Laptop Gaming Editing Asus Zenbook UX431DA Amd Ryzen 7 Ram 8/512Gb,Rp7.200.000,R-07Store,Bandung,,
Laptop Second Gaming Desain Programmer Asus X5501 Amd QUAD CORE FX9830,Rp5.499.900,UD Part Laptop,Jakarta Timur,,
Lenovo Ideapad Flex 5 14 Touch I5 1335U 16GB 512SSD Iris Xe Windows 11,Rp9.399.000,LAPTOP GROSIR ID,Jakarta Selatan,,
Acer Nitro 5 an515 45 3060 ryzen 7,Rp12.000.000,Sepeda Laberre,Surakarta,,
ASUS ROG STRIX SCAR 15 G533ZX I9 12900H RTX3080TI 16GB/ 64GB 2TB 240HZ,Rp33.199.000,OLYMPUS COMP,Jakarta Selatan,,
"Notebook LENOVO IdeaPad 1 14IGL7-8BID N4020 8/512GB 14"" W11 OHS Grey",Rp4.919.000,dbclick,Jakarta Pusat,,
LENOVO LEGION 5 15IRX9-0BID RTX4060 Intel Core i7 13650HX 512GB SSD 24GB RAM Notebook Laptop Gaming,Rp22.499.000,Galaxy Solusindo,Malang,1 terjual,
"Laptop Baru Lenovo Ideapad 3 Grey Intel Core i3 1215U (Gen12) 8Cpus Up to 4.4GHz 256GB SSD + OHS - 8GB, 256GB",Rp5.850.000,Hello Notebook,Jakarta Pusat,,
ASUS TUF A15 GAMING FA506NC-R535B6T-O RTX3050 Intel AMD Ryzen 5 7535HS 512GB SSD 8GB RAM Notebook Laptop Gaming,Rp11.399.000,Galaxy Solusindo,Malang,,
"Asus ROG Flow X13 GV302XV-R946G6T-O AMD Ryzen 9-7940HS 16GB 1TB SSD RTX4060 8GB 13.4"" QHD+ Touch Win 11 OHS - Off Black - LAPTOP",Rp31.999.000,ROG Official Store,Jakarta Pusat,,
"LENOVO IDEAPAD 5 PRO 14ACN6 RYZEN 7 5800U 16GB 512GB SSD MX450 2GB 14""",Rp15.099.000,IT Store Poins,Jakarta Selatan,2 terjual,5.0
Layar eksternal gaming G Story GS 156SM,Rp1.300.000,Toko_Asik,Jakarta Timur,,
TERMURAH!! LAPTOP ASUS TUF GAMING FX505DY	AMD RYZEN 5-3550H/RAM8GB/SSD 128GB+HDD 1TB/BERGARANSI,Rp7.800.000,SMART LAPTOP MEDAN,Medan,,
HP EliteBook 745 G4/AMD PRO/Laptop Gaming Desain,Rp2.150.000,United Technology,Jakarta Pusat,5 terjual,5.0
Lenovo Legion 5 16 RTX4060 8GB Core i7 14650HX 32GB 1TB ssd 165Hz,Rp22.799.000,Ten Com,Jakarta Selatan,,
"Lenovo IdeaPad Slim 3 14IAN8 i3-N305 8GB 512SSD 14"" FHD BLIT W11+OHS - LAPTOP",Rp6.499.000,Lenovo Legion Official,Jakarta Pusat,3 terjual,5.0
ASUS TUF A15 FA506NCR-R735B1T-OM RTX3050 AMD Ryzen 7 7435HS 512GB SSD 8GB RAM Notebook Laptop Gaming,Rp11.999.000,Galaxy Solusindo,Malang,,
Laptop New Lenovo ideapad 3 15ALC6 AMD Ryzen 7 5700U Ram 8GB SSD 512GB,Rp12.450.000,cv. sparta computindo,Jakarta Timur,,
MSI KATANA 15 AI B8VG 429ID RTX4070 AMD Ryzen 9 8945HS 1TB SSD 16GB RAM Gaming Notebook Laptop,Rp23.739.000,Galaxy Solusindo,Malang,,
"Laptop Baru HP VICTUS GAMING 15 Intel Core i5 12450H(12Cpus, 4,6Ghz) RAM 16GB SSD 512GB FHD IPS 144Hz - 8/512GB",Rp11.000.000,Laptop Studio,Jakarta Pusat,,
Lenovo Legion 5 15 Intel Core i7-13650HX RTX4060 24GB Ram 512GB ssd 15.6 FHD 144Hz,Rp21.749.000,Ten Com,Jakarta Selatan,100+ terjual,5.0
"ASUS TUF Gaming A15 FA507NU-R545K6M-O Ryzen 5-7535HS 16GB 512GB RTX4050 15.6"" OHS",Rp16.199.000,Visidata Official,Balikpapan,,
Lenovo Ideapad Slim 3 82KU AMD Ryzen 7 5700U Ram 8/512 GB (8FD7),Rp5.050.000,Fine Applestore,Tangerang,,
Asus Rog Strix G16 G614JV Core i9 13980HX 64GB 2TB SSD RTX4060-8GB W11,Rp25.499.000,KLIKNKLIK AMBASSADOR 1,Jakarta Selatan,1 terjual,
"ASUS ROG FLOW X13 GV302XU RYZEN 9-7940HS 16GB 1TB RTX4050 6GB 13.4"" QHD OHS W11",Rp28.399.000,Protech Computer,Jakarta Pusat,3 terjual,5.0
MacBook Pro 2017 touchbar Intel Core i5 Ram 8/256 cc 293,Rp5.000.000,CamlayStore,Tangerang,,
"SALLE!!! LENOVO THINKPAD YOGA 11E - CELERON RAM 8 SSD 256 GB FREE GIFT - 4GB, SSD 128GB",Rp1.600.000,JAYA-MANDIRI ELEKTRONIK,Jakarta Barat,23 terjual,4.7
Macbook Air 13 M1 2020  RAM 16GB/SSD 256  Good Unit,Rp8.350.000,Laptop kita!,Tangerang,9 terjual,5.0
"Lenovo Thinkpad L13 Yoga 2 in 1 Intel Core i7 | i5 Gen 12 RAM 16GB - I5GEN10 RAM16GB, SSD 512GB",Rp4.600.000,Ocean Laptop,Jakarta Barat,250+ terjual,5.0
MacBook Pro 2022 touchbar Apple M2 Ram 8 SSD 512 cc 7 cek deskripsi,Rp9.500.000,CamlayStore,Tangerang,,
Laptop Gaming Asus ROG Zephyrus G14 (2021) AniMe Matrix Ryzen 9 5900HS RTX 3060 16Gb DDR4 1TB SSD,Rp14.550.000,Piting Store,Kab. Bekasi,,
Laptop ASUS ROG ZEPHYRUS G14 GA402NJ RYZEN 7-7735HS 16GB 512G RTX3050,Rp24.600.000,Welcomp Techno Computer,Banjarbaru,,
"ASUS ROG STRIX G814JU RTX4050 I7-13650hx 16/32GB 512 ssd w11 18"" 165hz",Rp25.099.000,GAMER.ID,Jakarta Utara,2 terjual,5.0
asus tuf gaming fx505du ryzen 7 nvidia gtx1660ti 16gb 512gb like new,Rp11.800.000,Gerai notebook,Bandung,1 terjual,5.0
Lenovo Ideapad Slim 1 14IGL7-97ID/Celeron N4020/8GB DDR4/SSD 256GB/Windows 11,Rp4.371.000,gadget-center,Surabaya,,
Laptop New Lenovo ideapad 3 15ALC6 AMD Ryzen 7 5700U Ram 8GB SSD 512GB,Rp12.450.000,cv. sparta computindo,Jakarta Timur,,
MSI KATANA 15 AI B8VG 429ID RTX4070 AMD Ryzen 9 8945HS 1TB SSD 16GB RAM Gaming Notebook Laptop,Rp23.739.000,Galaxy Solusindo,Malang,,
"Laptop Baru HP VICTUS GAMING 15 Intel Core i5 12450H(12Cpus, 4,6Ghz) RAM 16GB SSD 512GB FHD IPS 144Hz - 8/512GB",Rp11.000.000,Laptop Studio,Jakarta Pusat,,
ASUS TUF F15 GAMING FX507ZC4-I735B6M-OM RTX3050 Intel Core i7 12700H 512GB SSD 16GB RAM Gaming Notebook Laptop,Rp14.625.000,Galaxy Solusindo,Malang,,
"Laptop Baru Murah Lenovo Ideapad 1 I5 1235u 8cpus up to 4,4Ghz 16/1TB SSD Cloud Grey - 8/512GB",Rp7.700.000,LH Shop,Jakarta Pusat,,
Lenovo IdeaPad Gaming 3 Core i5-11 RAM 16 GB SSD 512 GB RTX3050 (4GB),Rp10.900.000,StasiunComputerTembalang,Semarang,,
LENOVO LOQ GAMING 15IRX9 A8ID CORE i5 13450HX RTX3050 12GB 512GB WIN11,Rp13.550.000,TIST Online,Jakarta Selatan,1 terjual,5.0
MSI GAMING THIN 15 B12UC 9S7-16R831-2411 INTEL CORE i5-12450H RTX3050 8GB 512GB WIN11,Rp10.416.000,ExpoComp,Surabaya,1 terjual,5.0
ACER NITRO V 15 I5 13420H RTX2050 4GB/ 8GB 512GB W11+OHS 15.6FHD 144HZ,Rp10.599.000,Agres ID Tangerang,Tangerang,4 terjual,5.0
ACER NITRO V 15 I5 13420H RTX2050 8GB 512GB SSD W11+OHS 15.6FHD 144HZ,Rp11.949.000,Esacom Manado,Manado,,
Macbook Air 13 M1 2020  RAM 16GB/SSD 256  Good Unit,Rp8.350.000,Laptop kita!,Tangerang,9 terjual,5.0
"Lenovo Thinkpad L13 Yoga 2 in 1 Intel Core i7 | i5 Gen 12 RAM 16GB - I5GEN10 RAM16GB, SSD 512GB",Rp4.600.000,Ocean Laptop,Jakarta Barat,250+ terjual,5.0
MacBook Pro 2022 touchbar Apple M2 Ram 8 SSD 512 cc 7 cek deskripsi,Rp9.500.000,CamlayStore,Tangerang,,
"Laptop Dell Latitude 5300 Intel Core i5 / i7 Gen 8 RAM 16GB Murah - i5 Gen 8th, RAM 8GB SSD 128",Rp2.750.000,Ocean Laptop,Jakarta Barat,30+ terjual,5.0
MACBOOK AIR 11 IN  2015 RAM4 SSD 128 i5 dent dan layar whitespot,Rp1.900.000,centurycomputer,Jakarta Barat,4 terjual,5.0
"ACER Nitro V 15 ANV15 51 542G i5-13420H 8GB 512GB RTX2050 15.6"" 144Hz",Rp11.375.000,Mugen Computer,Makassar,,
ASUS ROG STRIX G15 G513IC R735B7GO11 RTX3050 4GB/ RYZEN 7 4800H 8GB 51,Rp15.700.000,hanalaptop,Surabaya,,
Acer Nitro 5 rtx 2060,Rp8.000.000,Ravihl,Surabaya,,
"ACER Nitro V 15 ANV15-41 Ryzen 5-7535HS RTX2050 512GB 15.6"" FHD 144Hz W11 OHS",Rp10.799.000,Protech Computer,Jakarta Pusat,1 terjual,
"LENOVO IDEAPAD 1 15IGL7 AXPS N4020 4GB 256GB/512GB 15""HD NO OS",Rp3.850.000,kharismakencana,Malang,4 terjual,5.0
ASUS VIVOBOOK 14 A1405ZA I3 1215 8GB 512SSD OHS W11 14.0 A1404ZA,Rp5.989.000,ProStoreComputer,Jakarta Utara,60+ terjual,4.9
Laptop Toshiba Dynabook Z20T Core M5-6y57 Ram 8GB SSD 256GB Touscreen Minus Lcd WS Murahh,Rp1.550.000,start comp,Jakarta Pusat,4 terjual,
"Lenovo Thinkpad X1 Yoga Touchscreen Intel Core i5 | i7 Gen 8 RAM 16GB - I5-8 NOTOUCH, 16GB SSD 128GB",Rp3.950.000,Ocean Laptop,Jakarta Barat,100+ terjual,4.9
Lenovo Thinkpad T14 G3 Core I7 | AMD Ryzen 7 RAM 32GB 1TB Mulus,Rp4.450.000,Laptop Street,Jakarta Barat,28 terjual,4.9
ASUS Vivobook 14 A1404ZA i5-1235U 512GB SSD 8GB IPS Win11+OHS,Rp8.689.000,Sinarmulia Sukses Makmur,Jakarta Barat,60+ terjual,5.0
Lenovo Legion Pro 5 16IRX8 I9-13900HX 16GB 1TB SSD RTX4060 8GB W11+OHS,Rp27.299.000,KBM 24 STORE,Jakarta Pusat,2 terjual,5.0
ASUS G Lighting GL531GT 15.6inch Core i7 Gaming Laptop,Rp8.500.000,Preloved_bysher,Surabaya,,
LAPTOP GAMING HP OMEN 15 CORE I7 9750H | RTX 2060 | 16 GB | SSD 512 GB,Rp8.500.000,BMshope,Jakarta Utara,,
Lenovo Legion Y740 Gaming i7 Gen 9 GDDR6X 2060/ ROG MSI GS75 Alienware,Rp14.999.000,GanDante's Store,Bandung,4 terjual,5.0
Lenovo LOQ 16 Gaming i7 13620H 32Gb DDR5 1Tb SSD RTX3050 6Gb FHD 144Hz,Rp15.999.000,KLIK Tech,Bekasi,,
Console Game Nintendo Switch V2 Black dengan Blue/Red Joycon,Rp3.449.000,Entraverse,Jakarta Barat,3 terjual,5.0
TAB Switch CFW Full Game 128GB 256GB 512GB / HWFLY,Rp1.999.000,PS Enterprise Official,Jakarta Utara,100+ terjual,4.8
Switch OLED Console CFW 128GB 256GB 512GB Full Game / HWFLY,Rp4.595.860,PS Enterprise Official,Jakarta Utara,750+ terjual,4.9
Nintendo Switch OLED Console Original Full Game,Rp2.450.000,RKH Official Store,Jakarta Barat,1rb+ terjual,5.0
[SECOND] Nintendo Switch OLED V2 Lite Full Game,Rp2.600.000,Mikki Games,Kab. Tangerang,6 terjual,5.0
Nintendo Switch Console OLED Model,Rp3.999.000,PS Enterprise Official,Jakarta Utara,250+ terjual,4.9
Nintendo Switch OLED White Set,Rp3.999.000,PS Enterprise Official,Jakarta Utara,250+ terjual,5.0
Nintendo Switch OLED Console,Rp4.077.000,Suyanto//Liberty Game,Jakarta Utara,2rb+ terjual,5.0
Console Nintendo Switch Full Game (TAB ONLY),Rp1.999.000,PS Enterprise Official,Jakarta Utara,100+ terjual,4.8
Nintendo Switch Lite Full Game (Preloved),Rp2.399.000,PS Enterprise Official,Jakarta Utara,100+ terjual,4.9
Tas Travel Hand Carrying Bag Nintendo Switch V1 V2 OLED BLACK,Rp220.000,Mokka House,Jakarta Barat,30+ terjual,5.0
SS20504 - NINTENDO SWITCH PORTABLE PU CARRY STORAGE BAG TRAVEL POUCH,Rp170.810,Jakshops Official Store - Jakarta,Jakarta Barat,10 terjual,5.0
G42M1 Tomtoc Nintendo Switch Travel Bag Sling Tas Organizer EDC Waterproof Joystick Guard,Rp715.400,tomtoc Authorized Retail,Tangerang,,
Devaso Portable Crossbody Bag waterproof PU Steam Deck Rog Ally Switch,Rp299.000,Sunnylife Indonesia,Jakarta Utara,13 terjual,5.0
Nintendo Switch Persona Case Set Silicone Case Pouch Bag,Rp90.000,En Case,Jakarta Utara,11 terjual,5.0
Nintendo Switch Oled Console The Legend of Zelda Tears of The Kingdom,Rp4.299.000,Suyanto//Liberty Game,Jakarta Utara,90+ terjual,4.9
tomtoc Arccos Series Carrying Hand Bag for Nintendo Switch and OLED,Rp785.000,TOMTOC OFFICIAL STORE,Jakarta Utara,26 terjual,5.0
Nintendo Switch Switch Lite Carrying Case Soft Pouch Simple Bag Case,Rp89.000,Waroengame,Jakarta Utara,250+ terjual,4.9
AVPRO AVC81X Nintendo Switch Gamepad Controller Protective Carry Case,Rp85.000,Pro-X Technology,Jakarta Pusat,30+ terjual,5.0
nintendo switch cfw,Rp3.290.000,supergame malang,Malang,30+ terjual,5.0
Nintendo Switch DOBE TNS-1898 Tas Travel Storage Case Travel Bag Pouch - Dobe Biru,Rp225.000,SuperStore92,Jakarta Utara,40+ terjual,5.0
Nintendo Switch Hard Pouch Protector Carry Case Bag Travel Tas Mario,Rp159.000,VenTIi Games,Jakarta Timur,100+ terjual,4.9
Nintendo Switch Oled v1 v2 Tas Travel Storage Pouch Bag Mario Zelda - Dobe Biru,Rp225.000,SuperStore92,Jakarta Utara,4 terjual,5.0
Pouch Tas Airfoam Air Foam Dompet Hardcase Case Nintendo Switch,Rp50.990,Kastil Drakula,Jakarta Barat,8 terjual,5.0
[Nintendo Switch] The Legend of Zelda Link's Awakening,Rp600.000,medan games,Medan,,
Nintendo Switch Oled Console Mario Red Edition,Rp4.077.000,Suyanto//Liberty Game,Jakarta Utara,90+ terjual,4.9
NINTENDO SWITCH OLED WHITE / NEON SET CONSOLE NEW MODEL COMPLETE SET,Rp4.248.000,Ferd0956 Superbox Games,Bandung,100+ terjual,5.0
Nintendo Switch Online Membership 12 Months Digital-Download-Code USA,Rp390.000,Rocket games,Jakarta Selatan,40+ terjual,5.0
LCD CONSOLE NINTENDO SWITCH LITE ORIGINAL NEW,Rp445.000,Domino Games,Jakarta Barat,100+ terjual,4.9
Nintendo Switch Lite Animal Crossing Travel Case Bag Tas Pouch,Rp82.900,Git Gut,Tangerang Selatan,100+ terjual,5.0
Playstation 5 Disc Fat Mati BONUS GIFTCARD $50,Rp3.800.000,Moomoomoshop,Jakarta Utara,,
ANBERNIC RG35XX Plus Portable Handheld Retro Video Game Console Player,Rp749.000,PS Enterprise Official,Jakarta Utara,40+ terjual,5.0
